,Gads_true,Gads_pred,Cadsb_true,Cadsb_pred,Csite_true,Csite_pred
1691,-1.7557725,-1.7794358,4,4,1,1
1692,-0.54571706,-0.49669874,6,6,1,1
1693,-0.5035262,-0.52248985,6,6,1,1
1694,0.97889686,0.9730761,2,2,0,0
1695,-0.3948381,-0.48640725,6,6,1,1
1696,0.007177605,0.04126627,3,3,1,1
1697,-0.1431131,-0.12498404,0,0,0,0
1698,-0.58738667,-0.50258106,6,6,1,1
1699,-0.51884764,-0.4604364,6,6,1,1
1700,-1.0000144,-0.977684,5,5,0,0
1701,-0.6555896,-0.6680794,6,6,1,1
1702,-0.8520396,-0.86468095,4,4,1,1
1703,-0.6780719,-0.6099785,3,3,2,2
1704,0.22265252,0.22128391,1,1,2,2
1705,-1.124046,-1.0566224,5,5,0,0
1706,-0.10378617,-0.068211004,0,0,0,0
1707,0.124760404,0.19439094,3,3,1,1
1708,-0.21058045,-0.27787244,6,6,1,1
1709,-0.25154057,-0.30953994,3,3,2,2
1710,-0.17790349,-0.17451578,6,6,1,1
1711,-1.2988496,-1.2785425,4,4,1,1
1712,-0.85994536,-0.8894868,5,5,0,0
1713,-1.3940183,-1.3218043,5,5,0,0
1714,0.27909565,0.31444195,3,3,2,2
1715,-0.228212,-0.1853252,1,1,2,2
1716,-1.0284832,-1.0583364,4,4,1,1
1717,-1.4038553,-1.4199399,5,5,0,0
1718,-0.5774506,-0.5664417,1,1,2,2
1719,-0.3007262,-0.32996392,6,6,1,1
1720,0.23917277,0.22621137,0,0,0,0
1721,0.40313196,0.41338146,3,3,1,1
1722,-1.0309542,-0.9732491,5,5,0,0
1723,-1.29798,-1.3401921,5,5,0,0
1724,-0.37806183,-0.35810035,0,0,0,0
1725,-0.95060414,-0.9066894,3,3,2,2
1726,-0.72233105,-0.68874955,4,4,1,1
1727,-0.5843508,-0.5748544,6,6,1,1
1728,1.6140107,1.6303713,2,2,0,0
1729,-0.406342,-0.44752133,6,6,1,1
1730,0.28001612,0.41305918,2,2,0,0
1731,-1.9809103,-2.0477796,4,4,1,1
1732,-0.1991121,-0.16210976,3,3,2,2
1733,-0.04147779,-0.05793027,1,1,2,2
1734,0.5372438,0.51240504,3,3,1,1
1735,1.4291328,1.2652653,2,2,0,0
1736,0.04976598,0.09077096,1,1,2,2
1737,-1.4393164,-1.3444513,5,5,0,0
1738,0.3759683,0.35011762,0,0,0,0
1739,2.616888,2.6413355,2,2,0,0
1740,-0.36956945,-0.33968896,6,6,1,1
1741,-0.13985373,-0.16889231,6,6,1,1
1742,-1.5877359,-1.546746,4,4,1,1
1743,1.0011693,0.97809815,3,3,2,2
1744,-0.45966113,-0.43241423,0,0,0,0
1745,0.33793616,0.3402121,3,3,1,1
1746,-0.22744921,-0.212885,1,1,2,2
1747,-0.023255575,-0.0013191439,3,3,1,1
1748,0.869524,0.7923596,3,3,1,1
1749,-1.1135852,-1.2782108,5,5,0,0
1750,-1.2385869,-1.2083235,4,4,1,1
1751,-0.35717562,-0.35938138,3,3,2,2
1752,-1.199819,-1.1791534,5,5,0,0
1753,-1.1712532,-1.1834027,5,5,0,0
1754,-1.4281404,-1.4243861,4,4,1,1
1755,-0.44399425,-0.45670587,6,6,1,1
1756,-0.99844855,-0.93463653,4,4,1,1
1757,0.60587764,0.66031754,3,3,2,2
1758,-0.2917963,-0.24511814,6,6,1,1
1759,-1.3172143,-1.2960906,4,4,1,1
1760,-0.5028976,-0.4569665,6,6,1,1
1761,0.18029723,0.23203442,0,0,0,0
1762,-0.98399514,-0.93608797,5,5,0,0
1763,-0.16274182,-0.2700358,6,6,1,1
1764,-1.3740454,-1.5344069,5,5,0,0
1765,-0.4623891,-0.47966576,6,6,1,1
1766,-0.596056,-0.53517276,6,6,1,1
1767,-0.54143566,-0.52085215,6,6,1,1
1768,-0.309918,-0.2266722,6,6,1,1
1769,-0.15399304,-0.16389395,0,0,0,0
1770,-0.41633788,-0.41337198,6,6,1,1
1771,0.060758054,0.037889197,3,3,1,1
1772,-0.20191838,-0.23724961,6,6,1,1
1773,0.3647941,0.47180134,3,3,2,2
1774,-0.5274297,-0.5030403,6,6,1,1
1775,-0.49149057,-0.47034138,0,0,0,0
1776,-0.32889628,-0.377446,6,6,1,1
1777,-1.3950061,-1.5145322,4,4,1,1
1778,0.1766322,0.29425654,1,1,2,2
1779,-0.36407652,-0.3594872,6,6,1,1
1780,0.5295422,0.53165954,3,3,2,2
1781,-0.4561735,-0.43292058,3,3,2,2
1782,-0.16358614,-0.1269742,3,3,1,1
1783,0.15234548,0.259253,3,3,2,2
1784,0.59816086,0.4777298,3,3,1,1
1785,-0.4013157,-0.3336417,1,1,2,2
1786,0.002203275,0.06786981,3,3,1,1
1787,-1.8709172,-1.8501974,4,4,1,1
1788,0.19419102,0.13090928,0,0,0,0
1789,-0.078670315,-0.010323212,3,3,2,2
1790,-0.43839514,-0.38973254,3,3,2,2
1791,-1.3280894,-1.3808303,5,5,0,0
1792,0.41148785,0.38374397,3,3,2,2
1793,0.25674605,0.139695,0,0,0,0
1794,0.234372,0.23788354,3,3,2,2
1795,-0.882012,-0.87528825,4,4,1,1
1796,-1.7221936,-1.7440721,4,4,1,1
1797,-0.22990766,-0.31460318,0,0,0,0
1798,-1.3878447,-1.2972453,4,4,1,1
1799,-0.5325092,-0.5487183,6,6,1,1
1800,-0.38725474,-0.43479368,4,4,1,1
1801,0.32476422,0.49705088,0,0,0,0
1802,-1.0288116,-0.84811807,5,5,0,0
1803,-0.4193911,-0.508219,3,3,2,2
1804,1.2179732,1.146402,2,2,0,0
1805,0.8965757,1.1014714,2,2,0,0
1806,0.20980135,0.1390334,0,0,0,0
1807,-1.4445735,-1.4126935,4,4,1,1
1808,-1.0413153,-1.0259306,5,5,0,0
1809,0.9434892,0.9309639,2,2,0,0
1810,-0.38484317,-0.38677195,3,3,1,1
1811,0.60164976,0.5806215,2,2,0,0
1812,-0.4244181,-0.40063915,6,6,1,1
1813,-0.48033202,-0.51330525,6,6,1,1
1814,-0.8649652,-0.8446537,4,4,1,1
1815,2.5618427,2.6264014,2,2,0,0
1816,-0.5364783,-0.52511114,6,6,1,1
1817,-1.8994927,-1.9236014,4,4,1,1
1818,-1.244958,-1.2431074,5,5,0,0
1819,-0.52238894,-0.48069036,6,6,1,1
1820,0.8604046,0.87471473,2,2,0,0
1821,-0.7369973,-0.81069785,4,4,1,1
1822,-0.50964594,-0.47363472,6,6,1,1
1823,-1.2283936,-1.3752551,3,3,2,2
1824,-0.54241073,-0.53843594,0,0,0,0
1825,-0.33794874,-0.2817318,6,6,1,1
1826,-0.2804466,-0.21442318,6,6,1,1
1827,-1.364267,-1.375944,5,5,0,0
1828,0.22535516,0.26278615,1,1,2,2
1829,-0.3919738,-0.49903518,0,0,0,0
1830,-0.25949815,-0.3333885,0,0,0,0
1831,-0.3437143,-0.3140114,6,6,1,1
1832,-1.3078636,-1.2858887,5,5,0,0
1833,-0.38239217,-0.34159392,6,6,1,1
1834,-1.1529285,-1.1305487,4,4,1,1
1835,-0.3623727,-0.3092569,6,6,1,1
1836,2.2541292,2.1973372,2,2,0,0
1837,-0.36976793,-0.4231074,0,0,0,0
1838,-0.46863824,-0.4579708,6,6,1,1
1839,-0.47149855,-0.43738967,6,6,1,1
1840,0.09126016,0.08896297,0,0,0,0
1841,-0.9607579,-0.866866,5,5,0,0
1842,0.7060856,0.5914294,0,0,0,0
1843,0.12452201,0.07586558,1,1,2,2
1844,-0.17344198,-0.09763199,0,0,0,0
1845,-0.07819662,-0.05623262,0,0,0,0
1846,-1.323993,-1.248818,5,5,0,0
1847,-0.8395056,-0.8312566,4,4,1,1
1848,-0.30866113,-0.27036712,6,6,1,1
1849,-0.020670716,-0.008462623,3,3,2,2
1850,-0.2314127,-0.20304972,1,1,2,2
1851,-0.24021907,-0.24411047,6,6,1,1
1852,-1.5690037,-1.5409976,4,4,1,1
1853,-0.6043319,-0.65062714,3,3,2,2
1854,0.34694377,0.3359406,0,0,0,0
1855,-1.2989198,-1.2549275,5,5,0,0
1856,-0.36348736,-0.32240993,6,6,1,1
1857,-0.20942745,-0.19155228,1,1,2,2
1858,0.96616,0.9804053,2,2,0,0
1859,1.0367035,0.9718038,2,2,0,0
1860,-0.19943282,-0.24996562,0,0,0,0
1861,-0.57390904,-0.6140513,0,0,0,0
1862,0.35084215,0.35560137,0,0,0,0
1863,-1.1935624,-1.141274,4,4,1,1
1864,-1.1708008,-1.1666007,4,4,1,1
1865,1.1270355,1.0838187,2,2,0,0
1866,0.1588969,0.09086381,1,1,2,2
1867,-0.384278,-0.38126013,6,6,1,1
1868,-0.02457236,-0.058362067,0,0,0,0
1869,0.23751709,0.23924628,3,3,1,1
1870,-0.7784993,-0.71170014,1,1,2,2
1871,-0.33714226,-0.43253458,3,3,2,2
1872,-0.4042222,-0.41432118,6,6,1,1
1873,-0.49981564,-0.42840436,6,6,1,1
1874,-0.3852773,-0.4210856,6,6,1,1
1875,-1.3571287,-1.3640187,5,5,0,0
1876,-0.5277902,-0.5011908,0,0,0,0
1877,-1.2043481,-1.1976457,5,5,0,0
1878,0.19747241,0.1397514,3,3,1,1
1879,-1.2832589,-1.2446176,4,4,1,1
1880,0.37113854,0.4692792,3,3,1,1
1881,-0.9113863,-0.9527807,4,4,1,1
1882,0.45709023,0.398098,3,3,2,2
1883,-0.40796837,-0.36241603,1,1,2,2
1884,-0.32186434,-0.18330239,3,3,2,2
1885,0.1417784,0.20200817,3,3,2,2
1886,-0.23076887,-0.21641074,0,0,0,0
1887,1.1404719,1.0590045,2,2,0,0
1888,-0.65540844,-0.61161864,6,6,1,1
1889,-0.48858297,-0.5006398,6,6,1,1
1890,-0.42591843,-0.45924738,0,0,0,0
1891,-0.41139793,-0.4453264,6,6,1,1
1892,0.25134814,0.25213787,3,3,2,2
1893,-0.39221084,-0.3516962,6,6,1,1
1894,-0.43576622,-0.38467145,6,6,1,1
1895,-0.3983091,-0.28828913,0,0,0,0
1896,0.32601896,0.34980035,3,3,2,2
1897,-2.0289,-2.0700455,4,4,1,1
1898,-0.586436,-0.63564813,6,6,1,1
1899,-0.26965415,-0.35870427,0,0,0,0
1900,-0.36576474,-0.31338015,6,6,1,1
1901,0.27538735,0.2621368,0,0,0,0
1902,-1.0118061,-0.9176736,5,5,0,0
1903,2.1900792,2.2838302,2,2,0,0
1904,-0.3429298,-0.36904112,6,6,1,1
1905,-0.3254843,-0.27533334,1,1,2,2
1906,0.78470504,0.69966,3,3,2,2
1907,-0.34396654,-0.26531,6,6,1,1
1908,-0.67687464,-0.6329563,1,1,2,2
1909,-0.40484038,-0.41319248,0,0,0,0
1910,0.18889022,0.20332593,0,0,0,0
1911,-0.23923284,-0.26787692,1,1,2,2
1912,-1.5332806,-1.5517114,4,4,1,1
1913,-0.92037785,-0.8669551,4,4,1,1
1914,-0.5921832,-0.55746746,6,6,1,1
1915,-0.52377576,-0.5159849,6,6,1,1
1916,-0.71695185,-0.6845393,1,1,2,2
1917,-1.8059615,-1.7782292,4,4,1,1
1918,0.3728578,0.39337707,0,0,0,0
1919,0.14742145,0.20083624,3,3,1,1
1920,-0.5318771,-0.45436567,3,3,2,2
1921,-1.1350331,-1.1404741,5,5,0,0
1922,2.3735952,2.3709435,2,2,0,0
1923,-0.3886055,-0.40996325,6,6,1,1
1924,-0.57273906,-0.5717492,6,6,1,1
1925,0.96701413,0.967031,3,3,1,1
1926,1.7050416,1.6953802,2,2,0,0
1927,-1.1963207,-1.1980978,5,5,0,0
1928,-1.8956066,-1.8882622,4,4,1,1
1929,0.21530534,0.1839074,3,3,1,1
1930,-1.3488507,-1.2650887,5,5,0,0
1931,-0.09075036,-0.07679511,1,1,2,2
1932,-0.24630299,-0.28687787,6,6,1,1
1933,-0.6032314,-0.5552952,4,4,1,1
1934,-0.98198265,-0.89616954,5,5,0,0
1935,-1.4399934,-1.4237205,4,4,1,1
1936,-1.2496302,-1.2063292,4,4,1,1
1937,-0.011691895,-0.023141213,3,3,2,2
1938,-0.56589323,-0.6074017,1,1,2,2
1939,-0.5311567,-0.55069786,4,4,1,1
1940,0.15279159,0.19951096,3,3,2,2
1941,-0.37858176,-0.3759252,6,6,1,1
1942,-0.35051468,-0.3138125,3,3,2,2
1943,-1.0527979,-1.0704657,5,5,0,0
1944,-1.1728173,-1.2025865,5,5,0,0
1945,-1.255248,-1.251977,5,5,0,0
1946,-0.47009864,-0.36701497,0,0,0,0
1947,0.57641983,0.5224008,3,3,2,2
1948,0.041248895,0.025682125,3,3,1,1
1949,-0.61170787,-0.58334804,3,3,2,2
1950,-0.3886885,-0.4397952,0,0,0,0
1951,-0.4942346,-0.46949434,6,6,1,1
1952,0.12197268,0.12448922,0,0,0,0
1953,-1.6338152,-1.5970029,4,4,1,1
1954,-1.4965028,-1.3981051,4,4,1,1
1955,-0.027122755,0.04622726,3,3,1,1
1956,-1.2648674,-1.2442973,5,5,0,0
1957,-1.2476164,-1.3002667,5,5,0,0
1958,-0.5067408,-0.43947026,3,3,2,2
1959,1.668464,1.6139895,2,2,0,0
1960,-0.35695934,-0.37664813,6,6,1,1
1961,-1.1060209,-1.1111372,5,5,0,0
1962,-0.41869032,-0.37498817,6,6,1,1
1963,1.2359557,1.2422822,2,2,0,0
1964,0.86959344,0.8770237,3,3,2,2
1965,-0.58035225,-0.56032014,1,1,2,2
1966,-1.2492423,-1.1370621,5,5,0,0
1967,-0.29465166,-0.3095253,6,6,1,1
1968,-0.30377585,-0.30903006,6,6,1,1
1969,-0.38762742,-0.30585712,0,0,0,0
1970,-0.13850613,-0.14749894,1,1,2,2
1971,-1.8912439,-1.8791614,4,4,1,1
1972,0.4069132,0.35402244,0,0,0,0
1973,-0.43748054,-0.43097022,3,3,2,2
1974,2.3521268,2.2625341,2,2,0,0
1975,-1.0859785,-1.1336404,4,4,1,1
1976,-0.25201285,-0.28059387,0,0,0,0
1977,0.15464386,0.23072833,1,1,2,2
1978,-0.4894133,-0.4791651,6,6,1,1
1979,-0.8983563,-0.85886496,3,3,2,2
1980,-0.03267975,-0.04319727,0,0,0,0
1981,-0.4152684,-0.43263647,0,0,0,0
1982,0.36088315,0.34773046,3,3,1,1
1983,-0.93588686,-0.88570046,4,4,1,1
1984,-0.4479631,-0.44607267,6,6,1,1
1985,0.21178393,0.27668995,2,2,0,0
1986,-0.19507791,-0.13824373,3,3,2,2
1987,-0.04646975,-0.0586624,0,0,0,0
1988,-1.1378187,-1.1344854,5,5,0,0
1989,-0.20219122,-0.18276824,6,6,1,1
1990,0.6829351,0.6455855,3,3,1,1
1991,-1.5814258,-1.5745918,4,4,1,1
1992,-0.02062914,-0.033734895,0,0,0,0
1993,-1.2698225,-1.178331,5,5,0,0
1994,-0.403275,-0.4365996,0,0,0,0
1995,-0.6829001,-0.6082201,6,6,1,1
1996,2.2720356,2.2823873,2,2,0,0
1997,-0.32215157,-0.3069069,6,6,1,1
1998,0.038202904,0.09229939,3,3,2,2
1999,-0.07613541,-0.03434275,1,1,2,2
2000,0.0930983,0.1059376,0,0,0,0
2001,-1.4471836,-1.4321117,5,5,0,0
2002,-0.5434193,-0.5001638,0,0,0,0
2003,-1.4715865,-1.4216712,4,4,1,1
2004,-1.3791163,-1.3221049,5,5,0,0
2005,1.102515,1.2271681,3,3,1,1
2006,-0.46692768,-0.51414204,6,6,1,1
2007,-0.021220325,-0.015808523,3,3,1,1
2008,-0.48413026,-0.4962311,6,6,1,1
2009,-0.12621978,-0.12499231,0,0,0,0
2010,1.0243943,1.0398526,2,2,0,0
2011,-0.0994943,-0.13766223,1,1,2,2
2012,2.0741549,2.0789847,2,2,0,0
2013,-1.6082299,-1.608501,4,4,1,1
2014,-0.5039313,-0.49557948,3,3,1,1
2015,-1.4522232,-1.3644421,5,5,0,0
2016,-1.2028031,-1.1667138,5,5,0,0
2017,-0.70623237,-0.68147856,1,1,2,2
2018,-0.38943714,-0.37871805,0,0,0,0
2019,0.87291735,0.97121215,3,3,2,2
2020,0.14116438,0.22013162,0,0,0,0
2021,-0.39489803,-0.36529773,3,3,2,2
2022,-0.44805214,-0.49269223,6,6,1,1
2023,-0.46936178,-0.5685104,6,6,1,1
2024,0.336087,0.34916288,3,3,1,1
2025,-0.2070024,-0.19365874,6,6,1,1
2026,-1.5966161,-1.5986829,4,4,1,1
2027,1.1277821,1.1918433,2,2,0,0
2028,-0.40683484,-0.4118842,0,0,0,0
2029,-0.03502186,-0.033475906,0,0,0,0
2030,-0.2881298,-0.31068417,0,0,0,0
2031,0.24763295,0.259625,3,3,2,2
2032,-0.30834603,-0.33059195,3,3,1,1
2033,-1.0236588,-0.96617293,5,5,0,0
2034,-0.54924905,-0.53685606,6,6,1,1
2035,-1.2730293,-1.2792716,5,5,0,0
2036,-0.48516914,-0.37567285,4,4,1,1
2037,0.15224494,0.11261614,0,0,0,0
2038,-0.15063325,-0.17576425,1,1,2,2
2039,-1.0722812,-1.051294,5,5,0,0
2040,-1.556301,-1.5059512,4,4,1,1
2041,1.3868423,1.2969077,3,3,1,1
2042,-1.4358118,-1.381877,4,4,1,1
2043,-1.2220078,-1.1638683,3,3,2,2
2044,-1.6262069,-1.5493677,4,4,1,1
2045,0.050659664,0.067811616,3,3,2,2
2046,-0.2975626,-0.3253124,0,0,0,0
2047,-0.35732675,-0.32811913,6,6,1,1
2048,-1.315261,-1.25973,5,5,0,0
2049,2.1703806,2.1811125,2,2,0,0
2050,-0.46129358,-0.3408236,3,3,2,2
2051,-0.41695493,-0.44984,6,6,1,1
2052,0.054756206,0.23409793,3,3,1,1
2053,-0.29297405,-0.32114357,6,6,1,1
2054,0.2358627,0.24145976,0,0,0,0
2055,-0.3723278,-0.34842792,6,6,1,1
2056,-0.98111445,-0.9965964,5,5,0,0
2057,-0.48705485,-0.4742365,6,6,1,1
2058,-0.1025255,-0.061756756,0,0,0,0
2059,-1.593098,-1.6188682,4,4,1,1
2060,-1.1883254,-1.1199026,5,5,0,0
2061,-1.1839228,-1.2738945,5,5,0,0
2062,-0.02496135,-0.04664655,1,1,2,2
2063,0.15672609,0.17978822,0,0,0,0
2064,0.30932665,0.30500808,3,3,2,2
2065,-0.18612914,-0.33685187,6,6,1,1
2066,-0.35352924,-0.33313626,1,1,2,2
2067,-0.93226206,-0.9373909,3,3,2,2
2068,-0.39129713,-0.397772,6,6,1,1
2069,1.3495164,1.3688362,2,2,0,0
2070,0.6895959,0.59120107,1,1,2,2
2071,0.21344252,0.19873682,3,3,1,1
2072,-1.0913396,-0.9739388,4,4,1,1
2073,0.4385045,0.4776976,3,3,2,2
2074,-1.1232787,-1.0856321,5,5,0,0
2075,0.9001153,1.0433922,3,3,2,2
2076,-0.37089232,-0.35344547,6,6,1,1
2077,0.50714386,0.5473534,3,3,1,1
2078,-0.61187226,-0.6193265,0,0,0,0
2079,-0.3979193,-0.4009456,0,0,0,0
2080,-1.3987353,-1.2576408,4,4,1,1
2081,-0.5380845,-0.51826006,0,0,0,0
2082,-1.1616853,-1.1342256,5,5,0,0
2083,0.55124354,0.5694808,3,3,2,2
2084,0.7107131,0.75941414,3,3,1,1
2085,0.29168034,0.2246074,3,3,2,2
2086,-0.32286116,-0.33874807,0,0,0,0
2087,-0.37980866,-0.37264493,6,6,1,1
2088,-0.44936293,-0.43235603,6,6,1,1
2089,0.4071165,0.5579517,3,3,1,1
2090,-0.4657112,-0.47833577,6,6,1,1
2091,-0.23786305,-0.36808807,1,1,2,2
2092,-0.5281928,-0.48244548,6,6,1,1
2093,-0.36587247,-0.25495347,6,6,1,1
2094,0.25656167,0.3489443,3,3,2,2
2095,-0.52738273,-0.48628008,6,6,1,1
2096,-1.1348133,-1.222263,4,4,1,1
2097,-0.26678413,-0.27908447,6,6,1,1
2098,0.9536557,1.0005456,2,2,0,0
2099,-1.0857737,-0.9720814,3,3,2,2
2100,-0.35306165,-0.3743456,0,0,0,0
2101,-1.3245044,-1.3688284,5,5,0,0
2102,0.34632513,0.31282273,1,1,2,2
2103,-0.45861378,-0.45626765,6,6,1,1
2104,-0.3233485,-0.28399867,6,6,1,1
2105,0.11963525,0.07398105,1,1,2,2
2106,-0.43913445,-0.4068189,6,6,1,1
2107,-0.36455673,-0.38165554,6,6,1,1
2108,0.07040773,0.022362366,3,3,2,2
2109,-2.0104668,-1.9144576,4,4,1,1
2110,-0.34459436,-0.37547934,0,0,0,0
2111,-0.47740912,-0.49524,0,0,0,0
2112,0.94726497,0.9807899,2,2,0,0
2113,-0.6587905,-0.67286515,3,3,1,1
2114,-0.52514476,-0.55452573,1,1,2,2
2115,-0.31057966,-0.2843057,6,6,1,1
2116,-1.1826057,-1.1477541,5,5,0,0
2117,-0.25084367,-0.24057548,6,6,1,1
2118,-1.2371389,-1.2244265,4,4,1,1
2119,-0.5044251,-0.51139104,6,6,1,1
2120,-0.28299186,-0.23496598,6,6,1,1
2121,0.25902122,0.24755216,0,0,0,0
2122,-0.39444113,-0.35671577,6,6,1,1
2123,-0.09140553,-0.06856467,1,1,2,2
2124,-1.0798784,-1.0264235,4,4,1,1
2125,-1.7860909,-1.7998227,4,4,1,1
2126,-0.1402978,-0.13088328,6,6,1,1
2127,-0.13413066,-0.12609094,0,0,0,0
2128,0.2266449,0.22188969,0,0,0,0
2129,-1.9781667,-1.9405515,4,4,1,1
2130,-1.262485,-1.2776089,4,4,1,1
2131,-0.46828055,-0.45322287,0,0,0,0
2132,1.1660084,1.1315256,3,3,1,1
2133,0.6091947,0.624874,2,2,0,0
2134,-0.32377088,-0.3855955,0,0,0,0
2135,-0.5525433,-0.547466,6,6,1,1
2136,-0.5541496,-0.47572023,1,1,2,2
2137,-0.4382999,-0.45463717,6,6,1,1
2138,-0.49210906,-0.45192128,6,6,1,1
2139,-0.52293533,-0.5258579,6,6,1,1
2140,-1.4744837,-1.453059,4,4,1,1
2141,-0.21232949,-0.22872053,6,6,1,1
2142,0.6246835,0.6644312,3,3,2,2
2143,-1.5647761,-1.5494739,5,5,0,0
2144,-0.37140423,-0.20869684,3,3,2,2
2145,-0.13901895,-0.23881015,0,0,0,0
2146,0.17069118,0.19806036,3,3,1,1
2147,0.7083785,0.7040419,2,2,0,0
2148,0.0836381,0.096773155,3,3,2,2
2149,-0.32072902,-0.29313308,6,6,1,1
2150,0.16996089,0.17100537,4,4,1,1
2151,0.8870755,0.92472386,3,3,2,2
2152,0.85991585,0.83422,2,2,0,0
2153,-0.5634424,-0.5241125,6,6,1,1
2154,0.52174824,0.47222558,0,0,0,0
2155,-0.47434047,-0.43340665,6,6,1,1
2156,-1.9291346,-1.8937333,4,4,1,1
2157,-0.9129887,-0.93327916,5,5,0,0
2158,-1.1773262,-1.1693959,4,4,1,1
2159,-1.3983927,-1.3727305,4,4,1,1
2160,-0.29117972,-0.24622847,6,6,1,1
2161,-0.49096054,-0.47735882,6,6,1,1
2162,-1.1858497,-1.2032406,4,4,1,1
2163,-0.4102968,-0.37542927,6,6,1,1
2164,-0.23404393,-0.24355759,1,1,2,2
2165,-0.13835539,-0.1257928,6,6,1,1
2166,-0.015848195,0.12669083,3,3,2,2
2167,-0.5046708,-0.44394282,3,3,2,2
2168,-0.33910105,-0.33235604,6,6,1,1
2169,1.0716504,1.0690794,2,2,0,0
2170,-1.3783664,-1.4894578,5,5,0,0
2171,-0.41017306,-0.38947132,6,6,1,1
2172,-0.49925706,-0.51333934,1,1,2,2
2173,0.0413925,0.020290367,0,0,0,0
2174,-0.21941224,-0.16511318,6,6,1,1
2175,-1.4314102,-1.35624,5,5,0,0
2176,-0.5220171,-0.50763404,6,6,1,1
2177,-1.1381719,-1.1540681,5,5,0,0
2178,0.053977154,-0.13418809,3,3,2,2
2179,-1.1275406,-1.1370214,4,4,1,1
2180,0.43878016,0.4643641,0,0,0,0
2181,-1.2612203,-1.2171822,4,4,1,1
2182,-0.33794254,-0.33313364,6,6,1,1
2183,-0.5145028,-0.53994954,3,3,1,1
2184,-0.33714524,-0.31438348,6,6,1,1
2185,-0.38884196,-0.3112796,6,6,1,1
2186,-0.668834,-0.63012433,3,3,2,2
2187,-0.6123108,-0.6612611,1,1,2,2
2188,0.0105752,0.003904596,1,1,2,2
2189,-0.19572946,-0.13120936,3,3,1,1
2190,0.040943693,0.11352214,3,3,1,1
2191,-1.0262471,-1.0139619,5,5,0,0
2192,-1.484235,-1.5379866,4,4,1,1
2193,-0.28020006,-0.23436615,6,6,1,1
2194,-1.5860199,-1.5510122,4,4,1,1
2195,-0.40548837,-0.41205356,6,6,1,1
2196,-0.2837397,-0.350817,0,0,0,0
2197,-1.0402172,-1.0630742,3,3,2,2
2198,-0.9982095,-0.9382001,5,5,0,0
2199,-0.50860655,-0.4845932,6,6,1,1
2200,-0.48433188,-0.53883433,0,0,0,0
2201,-0.3357806,-0.30426934,1,1,2,2
2202,-0.5556799,-0.53184867,0,0,0,0
2203,-1.2891402,-1.2033236,5,5,0,0
2204,-1.6934751,-1.7032975,4,4,1,1
2205,-0.5074061,-0.49981073,6,6,1,1
2206,-0.62536305,-0.6055298,0,0,0,0
2207,-1.4961083,-1.5124583,5,5,0,0
2208,-1.5325553,-1.5136404,4,4,1,1
2209,-1.531184,-1.4834349,5,5,0,0
2210,-0.8404028,-0.82008326,3,3,2,2
2211,-0.5846758,-0.47248828,3,3,2,2
2212,-0.9328534,-0.91734326,4,4,1,1
2213,-0.3081984,-0.26948085,0,0,0,0
2214,-0.28985038,-0.2301002,3,3,1,1
2215,-1.9877065,-1.9540067,4,4,1,1
2216,-2.0644991,-2.1207619,4,4,1,1
2217,-1.0759861,-1.0855036,4,4,1,1
2218,-0.4066562,-0.43985572,6,6,1,1
2219,-0.6252047,-0.562631,6,6,1,1
2220,-1.7827505,-1.7090758,4,4,1,1
2221,0.44321683,0.5348105,3,3,1,1
2222,-0.38348114,-0.40374857,4,4,1,1
2223,-0.4820513,-0.44679087,6,6,1,1
2224,-1.5737313,-1.6329098,4,4,1,1
2225,0.030825416,0.06775073,3,3,1,1
2226,-0.5333037,-0.49961042,6,6,1,1
2227,-0.5841372,-0.58209085,6,6,1,1
2228,0.9758031,0.9968097,3,3,1,1
2229,2.7210326,2.6656551,2,2,0,0
2230,-0.96313035,-0.68854666,3,3,2,2
2231,-0.51287395,-0.50719875,6,6,1,1
2232,0.051725823,0.11134023,3,3,2,2
2233,-0.5600411,-0.5237467,6,6,1,1
2234,0.22359362,0.21157944,3,3,2,2
2235,-0.16082028,-0.19823572,0,0,0,0
2236,1.0185134,1.0900937,2,2,0,0
2237,-0.24221122,-0.2752738,6,6,1,1
2238,-1.2332863,-1.255492,4,4,1,1
2239,0.088017076,0.0643964,3,3,2,2
2240,-0.8073794,-0.70685184,0,0,0,0
2241,0.15945071,0.075064555,3,3,2,2
2242,-0.003507725,-0.01760761,3,3,1,1
2243,-0.4667902,-0.4256692,6,6,1,1
2244,-0.9877014,-1.0457411,5,5,0,0
2245,-0.44962803,-0.38913843,6,6,1,1
2246,-1.1165258,-1.0220068,4,4,1,1
2247,-0.6966092,-0.7077493,3,3,2,2
2248,-1.5307425,-1.4684273,5,5,0,0
2249,-0.8914628,-0.81769645,3,3,2,2
2250,-0.11658726,-0.13179861,0,0,0,0
2251,-0.3770618,-0.3882184,6,6,1,1
2252,-0.3531351,-0.29064083,3,3,2,2
2253,-1.0094975,-0.91435385,5,5,0,0
2254,-0.58729786,-0.5636483,6,6,1,1
2255,-1.4899468,-1.421814,5,5,0,0
2256,0.24510798,0.23441513,3,3,2,2
2257,-0.64248264,-0.6621952,1,1,2,2
2258,-0.6603399,-0.7149519,3,3,2,2
2259,-1.5306531,-1.365739,4,4,1,1
2260,-0.5126722,-0.47417936,6,6,1,1
2261,-0.03362597,-0.013552137,1,1,2,2
2262,-2.035692,-2.074822,4,4,1,1
